gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,No,No,3,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),118.75,5228.005948951534,Yes
Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,102.49,7310.189171422873,No
Male,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,104.98,18.8,No
Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.63,6578.486694919105,No
Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),92.84,18.8,No
Female,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.41,584.3990093434141,No
Female,0,No,No,8,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.03,624.415256657165,No
Male,1,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,78.1,3131.833112010205,Yes
Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.1,18.8,No
Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),118.75,638.2923269666651,No
Female,1,No,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.95,2012.1439918817036,No
Male,1,No,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,5728.055366502776,No
Male,0,No,No,67,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,106.44,1618.0318347303842,No
Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,1014.3330493077485,No
Female,0,No,No,72,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,101.51,18.8,No
Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,One year,Yes,Electronic check,47.58,416.725549567908,No
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.66,8684.8,No
Male,1,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),92.03,213.75123995862214,Yes
Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.41,18.8,Yes
Male,0,No,No,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,90.76,615.801782897647,Yes
Male,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.24,2423.8533032862324,No
Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,118.75,18.8,No
Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,104.76,1896.0317690295915,No
Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,74.76,2658.65413243702,Yes
Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.67,18.8,No
Male,1,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,101.55905334462568,No
Male,0,Yes,No,72,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),61.05,4256.9349243469915,No
Male,0,No,No,39,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.75,8684.8,No
Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.76,4897.924639003028,No
Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,40.43,18.8,No
Male,1,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,22.08,2273.996196397247,Yes
Male,0,No,Yes,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),109.47,625.8191664335135,Yes
Female,0,No,No,8,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),99.29,4817.51140046704,No
Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.07,18.8,No
Male,0,Yes,No,11,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),18.25,5354.989859242238,No
Male,1,No,No,27,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,40.45,18.8,Yes
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.82,1812.6217522321956,No
Female,0,Yes,No,72,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,118.75,3865.4549222728583,Yes
Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),118.75,18.8,No
Male,1,Yes,No,32,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),23.69,8684.8,No
Male,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,One year,No,Credit card (automatic),97.07,1425.7116321063954,No
Female,0,No,Yes,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),40.86,3745.918366216886,No
Female,1,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.94,18.8,Yes
Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,99.15,18.8,No
Male,1,Yes,Yes,25,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),96.5,1442.4688144414272,No
Male,0,Yes,No,16,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),18.51,318.41381407855545,No
Male,0,No,Yes,32,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),114.64,7842.009519081855,No
Female,0,No,Yes,33,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,107.55,4956.608940285505,No
Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,65.86,767.9225559876686,No
Male,0,Yes,Yes,36,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),31.37,18.8,No
Male,1,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.8,3928.297424786563,No
Female,0,No,Yes,22,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),30.48,18.8,No
Male,1,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,3393.980075118346,No
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,67.99,5798.643042512963,Yes
Male,0,No,No,72,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),58.56,8684.8,No
Male,0,No,No,18,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,59.44,2647.895259433558,No
Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,57.53,4554.6550459906975,No
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,118.62,7839.138138712,No
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),31.23,1092.525477040483,No
Female,0,No,No,6,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.81,18.8,No
Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.72,18.8,Yes
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),31.79,1600.6443477022242,No
Male,0,Yes,No,53,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,118.75,8684.8,No
Male,0,No,Yes,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.26,830.9414622826438,No
Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,52.64,6424.028042686855,No
Male,1,Yes,No,49,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,38.71,340.52492813527954,Yes
Male,1,No,No,19,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,91.22,202.50999407072686,Yes
Female,0,No,Yes,3,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.75,34.96685218449474,Yes
Female,1,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,6521.751957001858,Yes
Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),118.75,166.77179330284142,No
Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),55.96,746.7767021388703,No
Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,531.6459498154619,No
Male,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,118.75,5198.106907931959,No
Female,1,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),78.26,54.910186256754045,No
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),87.37,5606.302088018072,No
Female,0,Yes,No,18,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,56.04,4423.83366768292,No
Male,1,No,Yes,64,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.65,92.95464964030147,Yes
Female,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,118.75,18.8,No
Male,0,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.77,228.21574706058277,No
Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),105.97,2026.3320887051254,No
Female,0,Yes,Yes,67,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.86,18.8,No
Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.75,5539.038743632083,No
Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.74,18.8,No
Male,1,Yes,No,5,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),64.36,8684.8,No
Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.45,18.8,No
Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,101.85,6244.385230549021,No
Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.61,18.8,Yes
Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),31.47,711.4701124872416,No
Male,1,Yes,No,3,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,73.92,149.11591060230148,Yes
Male,1,No,No,6,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),78.03,3009.6980651572976,Yes
Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.73,18.8,No
Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.07,18.8,No
Male,1,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),114.54,6097.127338171653,No
Female,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.04,5129.9720706253265,No
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),118.75,8684.8,No
Male,0,No,Yes,72,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,55.86,18.8,Yes
Male,0,Yes,No,0,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,118.75,494.4120907674229,No
Male,1,Yes,Yes,38,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,118.75,7832.632220916102,No
Male,0,Yes,Yes,47,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,114.16,8684.8,No
Male,1,No,No,47,Yes,No,No,No,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),25.08,18.8,Yes
Female,1,No,No,0,Yes,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,118.75,18.8,No
Male,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),118.75,1800.0812093204104,No
Female,0,No,No,40,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,55.86,18.8,No
Male,1,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),118.75,7498.8535806175805,Yes
Male,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,27.87,18.8,No
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,18.8,No
Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),107.03,2600.0288901522404,No
Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,69.76,18.8,No
Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),118.75,18.8,No
Male,0,No,No,0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.86,56.339358621858366,No
Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,118.75,438.4573735265646,No
Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),118.75,7273.028881402289,No
Male,0,No,No,65,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),112.19,29.32594220810779,No
Male,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.23,18.8,No
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.27,2647.772072713286,Yes
Male,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.81,1215.526029479733,Yes
Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.52,18.8,No
Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,87.71,6084.329247509197,No
Male,1,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,107.12,610.3830000961435,No
Female,1,No,No,0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,64.45,8684.8,No
Female,1,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),68.96,476.83961524313384,No
Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.77,18.8,No
Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,18.25,2480.727544338312,No
Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.35,18.8,No
Male,0,Yes,Yes,10,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),97.47,2856.9523036277624,No
Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,18.8,No
Male,0,Yes,No,4,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),67.07,18.8,No
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.21,1237.687337762151,No
Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.82,18.8,No
Male,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),112.42,4699.3221472048235,No
Male,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),23.36,18.8,No
Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.28,18.8,No
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,100.93,18.8,No
Male,0,Yes,Yes,1,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,301.0326576781928,No
Male,0,No,Yes,72,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),30.34,1585.846030341045,No
Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),118.75,34.426749225799256,Yes
Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,31.14,8684.8,No
Male,0,Yes,No,34,Yes,No,No,No internet service,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),24.58,18.8,Yes
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,1799.7941068613738,No
Male,1,Yes,No,31,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.67,18.8,Yes
Male,1,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,1239.0331527742057,No
Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,18.8,No
Female,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.41,68.13821255023919,No
Female,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),28.46,18.8,No
Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.91,261.0417910095164,No
Male,0,No,Yes,64,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),41.41,8684.8,No
Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),30.77,1551.757979722445,No
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),29.31,1694.664355029519,No
Male,0,No,Yes,25,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),69.41,6859.474770317785,Yes
Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.64,18.8,No
Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.02,5637.535485993401,No
Male,0,No,Yes,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,48.11,18.8,No
Female,0,No,Yes,72,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,1887.8189555423546,No
Female,0,Yes,Yes,30,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.97,4835.910198034938,No
Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,89.22,6934.640971072928,No
Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.58,1083.0699004969424,No
Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),56.25,8684.8,No
Male,0,No,Yes,68,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),22.23,928.6169378978965,No
Male,1,No,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.07,1839.344900831714,Yes
Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,66.31,2541.960790524554,No
Male,0,Yes,Yes,72,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),31.56,54.66631112037928,No
Female,1,Yes,Yes,22,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),109.63,8684.8,Yes
Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,118.75,18.8,No
Male,0,Yes,No,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.81,69.48377113421422,No
Male,1,No,No,72,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,45.11,284.28361897601525,No
Male,0,Yes,No,0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),96.75,18.8,No
Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.75,2774.4194760825435,No
Male,0,Yes,Yes,72,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,118.75,3731.7023852863094,Yes
Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,118.09,422.3534560357948,Yes
Female,0,No,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,69.42,18.8,Yes
Male,0,Yes,Yes,72,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.84,5464.783274040513,No
Female,0,No,No,25,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.11,18.8,No
Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,82.5,1342.121039928522,No
Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),83.2,862.0324610727566,No
Female,0,No,No,1,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.97,18.8,No
Female,1,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,118.75,18.8,Yes
Female,1,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),76.34,3188.3192917290326,No
Male,0,Yes,Yes,72,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,113.52,7985.118193505686,No
Male,0,No,Yes,0,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,69.97,7545.363466831379,No
Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.98,18.8,No
Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),87.24,755.542158852502,No
Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.95,18.8,No
